Run,Assay Type,AvgSpotLen,BARCODE,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,samp_collect_device,Sample Name,Site,SRA Study
SRR8760027,AMPLICON,337,18S,28688114,PRJNA515494,SAMN10847404,Metagenome or environmental,11051611,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550678,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z17D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),Z17D,site 1,SRP189053
SRR8760028,AMPLICON,335,18S,22086008,PRJNA515494,SAMN10847403,Metagenome or environmental,8946700,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550677,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z09D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),Z09D,site 1,SRP189053
SRR8760029,AMPLICON,592,COI,21805282,PRJNA515494,SAMN10847406,Metagenome or environmental,11854332,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550676,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z11A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),Z11A,site 2,SRP189053
SRR8760030,AMPLICON,597,COI,36554574,PRJNA515494,SAMN10847405,Metagenome or environmental,22022741,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550675,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIZ27,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),COIZ27,site 2,SRP189053
SRR8760031,AMPLICON,357,18S,39164786,PRJNA515494,SAMN10847408,Metagenome or environmental,19942971,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550674,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,18SZ27,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),18SZ27,site 2,SRP189053
SRR8760032,AMPLICON,592,COI,22515510,PRJNA515494,SAMN10847407,Metagenome or environmental,12836067,AZTI,2017-05-31,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550673,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z19A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),Z19A,site 2,SRP189053
SRR8760033,AMPLICON,571,COI,24566214,PRJNA515494,SAMN10847284,Metagenome or environmental,13092471,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550672,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,B02,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,B02,site 1,SRP189053
SRR8760034,AMPLICON,575,COI,21012009,PRJNA515494,SAMN10847283,Metagenome or environmental,11456639,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550671,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,B01,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,B01,site 1,SRP189053
SRR8760035,AMPLICON,357,COI,289908,PRJNA515494,SAMN10847282,Metagenome or environmental,254267,AZTI,not applicable,public,"fastq,sra",s3,s3.us-east-1,not applicable,SRX5550670,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,not applicable,COICtr,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water (PCR negative control),COICtr,not applicable,SRP189053
SRR8760036,AMPLICON,446,18S,160197,PRJNA515494,SAMN10847281,Metagenome or environmental,189035,AZTI,not applicable,public,"sra,fastq",s3,s3.us-east-1,not applicable,SRX5550669,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,not applicable,18SW32R,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,filtered water (extraction negative control),18SW32R,not applicable,SRP189053
SRR8760037,AMPLICON,383,18S,1055292,PRJNA515494,SAMN10847280,Metagenome or environmental,678428,AZTI,not applicable,public,"sra,fastq",s3,s3.us-east-1,not applicable,SRX5550668,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,not applicable,18SW14,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water (extraction negative control),18SW14,not applicable,SRP189053
SRR8760038,AMPLICON,498,COI,81186,PRJNA515494,SAMN10847279,Metagenome or environmental,139012,AZTI,not applicable,public,"sra,fastq",s3,s3.us-east-1,not applicable,SRX5550667,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,not applicable,COIW14,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,filtered water (extraction negative control),COIW14,not applicable,SRP189053
SRR8760039,AMPLICON,595,COI,49563651,PRJNA515494,SAMN10847328,Metagenome or environmental,30232896,AZTI,2017-10-13,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550666,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIB46,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,COIB46,site 4,SRP189053
SRR8760040,AMPLICON,598,COI,60828852,PRJNA515494,SAMN10847327,Metagenome or environmental,36794564,AZTI,2017-06-01,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550665,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIB36,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,COIB36,site 4,SRP189053
SRR8760041,AMPLICON,514,COI,27891039,PRJNA515494,SAMN10847286,Metagenome or environmental,15176718,AZTI,2017-02-27,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550664,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,B13,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,B13,site 1,SRP189053
SRR8760042,AMPLICON,579,COI,15028015,PRJNA515494,SAMN10847320,Metagenome or environmental,8313464,AZTI,2016-12-20,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550663,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,B11,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,B11,site 4,SRP189053
SRR8760043,AMPLICON,581,COI,27016604,PRJNA515494,SAMN10847319,Metagenome or environmental,14722204,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550662,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,B10,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,B10,site 4,SRP189053
SRR8760044,AMPLICON,541,COI,17396405,PRJNA515494,SAMN10847322,Metagenome or environmental,9536224,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550661,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,B22,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,B22,site 4,SRP189053
SRR8760045,AMPLICON,571,COI,22271431,PRJNA515494,SAMN10847321,Metagenome or environmental,12258794,AZTI,2016-12-20,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550660,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,B12,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,B12,site 4,SRP189053
SRR8760046,AMPLICON,528,COI,15940769,PRJNA515494,SAMN10847324,Metagenome or environmental,8250613,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550659,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,B24,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,B24,site 4,SRP189053
SRR8760047,AMPLICON,568,COI,17803718,PRJNA515494,SAMN10847323,Metagenome or environmental,9514856,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550658,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,B23,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,B23,site 4,SRP189053
SRR8760048,AMPLICON,599,COI,58376824,PRJNA515494,SAMN10847326,Metagenome or environmental,35820042,AZTI,2017-06-01,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550657,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIB35,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,COIB35,site 4,SRP189053
SRR8760049,AMPLICON,595,COI,66753935,PRJNA515494,SAMN10847325,Metagenome or environmental,40114068,AZTI,2017-06-01,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550656,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIB34,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,COIB34,site 4,SRP189053
SRR8760050,AMPLICON,336,18S,23044249,PRJNA515494,SAMN10847388,Metagenome or environmental,8389133,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550655,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,Z22D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z22D,site 3,SRP189053
SRR8760051,AMPLICON,332,18S,24758296,PRJNA515494,SAMN10847387,Metagenome or environmental,8602958,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550654,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,Z14D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z14D,site 3,SRP189053
SRR8760052,AMPLICON,593,COI,14156911,PRJNA515494,SAMN10847382,Metagenome or environmental,10146922,AZTI,2016-11-22,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550653,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,Z06A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z06A,site 3,SRP189053
SRR8760053,AMPLICON,596,COI,41311985,PRJNA515494,SAMN10847381,Metagenome or environmental,24317141,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550652,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIZ30,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),COIZ30,site 3,SRP189053
SRR8760054,AMPLICON,339,18S,28557835,PRJNA515494,SAMN10847380,Metagenome or environmental,10993725,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550651,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z20D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z20D,site 2,SRP189053
SRR8760055,AMPLICON,334,18S,13134882,PRJNA515494,SAMN10847379,Metagenome or environmental,5107451,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550650,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z12D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z12D,site 2,SRP189053
SRR8760056,AMPLICON,333,18S,16323746,PRJNA515494,SAMN10847386,Metagenome or environmental,5861612,AZTI,2016-11-22,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550649,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,Z06D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z06D,site 3,SRP189053
SRR8760057,AMPLICON,352,18S,43419596,PRJNA515494,SAMN10847385,Metagenome or environmental,21406756,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550648,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SZ30,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),18SZ30,site 3,SRP189053
SRR8760058,AMPLICON,591,COI,17332018,PRJNA515494,SAMN10847384,Metagenome or environmental,10198153,AZTI,2017-05-31,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550647,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,Z22A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z22A,site 3,SRP189053
SRR8760059,AMPLICON,591,COI,16915905,PRJNA515494,SAMN10847383,Metagenome or environmental,9670363,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550646,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,Z14A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z14A,site 3,SRP189053
SRR8760060,AMPLICON,579,COI,14608084,PRJNA515494,SAMN10847297,Metagenome or environmental,8580002,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550645,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,B06,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,B06,site 2,SRP189053
SRR8760061,AMPLICON,550,COI,12156701,PRJNA515494,SAMN10847298,Metagenome or environmental,6543959,AZTI,2017-02-27,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550644,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,B16,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,B16,site 2,SRP189053
SRR8760062,AMPLICON,585,COI,53732221,PRJNA515494,SAMN10847289,Metagenome or environmental,32519176,AZTI,2017-06-01,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550643,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIB25,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,COIB25,site 1,SRP189053
SRR8760063,AMPLICON,598,COI,65476942,PRJNA515494,SAMN10847290,Metagenome or environmental,38715873,AZTI,2017-06-01,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550642,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIB26,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,COIB26,site 1,SRP189053
SRR8760064,AMPLICON,598,COI,48451872,PRJNA515494,SAMN10847291,Metagenome or environmental,30552897,AZTI,2017-06-01,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550641,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIB27,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,COIB27,site 1,SRP189053
SRR8760065,AMPLICON,595,COI,44879740,PRJNA515494,SAMN10847292,Metagenome or environmental,26731804,AZTI,2017-10-04,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550640,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIB37,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,COIB37,site 1,SRP189053
SRR8760066,AMPLICON,589,COI,45409100,PRJNA515494,SAMN10847293,Metagenome or environmental,27543381,AZTI,2017-10-05,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550639,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIB38,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,COIB38,site 1,SRP189053
SRR8760067,AMPLICON,556,COI,28080540,PRJNA515494,SAMN10847287,Metagenome or environmental,15296697,AZTI,2017-02-27,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550638,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,B14,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,B14,site 1,SRP189053
SRR8760068,AMPLICON,576,COI,22071452,PRJNA515494,SAMN10847295,Metagenome or environmental,11742985,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550637,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,B04,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,B04,site 2,SRP189053
SRR8760069,AMPLICON,576,COI,19714489,PRJNA515494,SAMN10847296,Metagenome or environmental,11457627,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550636,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,B05,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,B05,site 2,SRP189053
SRR8760070,AMPLICON,598,COI,29337240,PRJNA515494,SAMN10847227,Metagenome or environmental,17476707,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550635,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIW10,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW10,site 1,SRP189053
SRR8760071,AMPLICON,598,COI,26782738,PRJNA515494,SAMN10847228,Metagenome or environmental,16331422,AZTI,2016-11-22,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550634,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIW13,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW13,site 1,SRP189053
SRR8760072,AMPLICON,593,COI,32346577,PRJNA515494,SAMN10847221,Metagenome or environmental,19349854,AZTI,2017-03-22,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550633,Spain,Europe,Spain: A Coruna,not applicable,Illumina MiSeq,not applicable,43.36 N 8.40 W,COIW25,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW25,site 2,SRP189053
SRR8760073,AMPLICON,342,18S,60670614,PRJNA515494,SAMN10847222,Metagenome or environmental,30347144,AZTI,2017-03-22,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550632,Spain,Europe,Spain: A Coruna,not applicable,Illumina MiSeq,not applicable,43.36 N 8.40 W,18SW25,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW25,site 2,SRP189053
SRR8760074,AMPLICON,593,COI,36849093,PRJNA515494,SAMN10847219,Metagenome or environmental,22577225,AZTI,2017-03-22,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550631,Spain,Europe,Spain: A Coruna,not applicable,Illumina MiSeq,not applicable,43.37 N 8.40 W,COIW12,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW12,site 1,SRP189053
SRR8760075,AMPLICON,340,18S,48561383,PRJNA515494,SAMN10847220,Metagenome or environmental,23170943,AZTI,2017-03-22,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550630,Spain,Europe,Spain: A Coruna,not applicable,Illumina MiSeq,not applicable,43.37 N 8.40 W,18SW12,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW12,site 1,SRP189053
SRR8760076,AMPLICON,596,COI,27691227,PRJNA515494,SAMN10847225,Metagenome or environmental,16650138,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550629,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIW04,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW04,site 1,SRP189053
SRR8760077,AMPLICON,595,COI,30803863,PRJNA515494,SAMN10847226,Metagenome or environmental,18164522,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550628,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIW06,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW06,site 1,SRP189053
SRR8760078,AMPLICON,596,COI,30773582,PRJNA515494,SAMN10847223,Metagenome or environmental,18214545,AZTI,2017-03-22,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550627,Spain,Europe,Spain: A Coruna,not applicable,Illumina MiSeq,not applicable,43.36 N 8.39 W,COIW26,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW26,site 3,SRP189053
SRR8760079,AMPLICON,342,18S,59856769,PRJNA515494,SAMN10847224,Metagenome or environmental,30115235,AZTI,2017-03-22,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550626,Spain,Europe,Spain: A Coruna,not applicable,Illumina MiSeq,not applicable,43.36 N 8.39 W,18SW26,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW26,site 3,SRP189053
SRR8760080,AMPLICON,592,COI,22480741,PRJNA515494,SAMN10847375,Metagenome or environmental,12737419,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550625,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z12A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z12A,site 2,SRP189053
SRR8760081,AMPLICON,590,COI,18659818,PRJNA515494,SAMN10847376,Metagenome or environmental,10768689,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550624,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z20A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z20A,site 2,SRP189053
SRR8760082,AMPLICON,597,COI,37284165,PRJNA515494,SAMN10847373,Metagenome or environmental,22596925,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550623,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIZ28,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),COIZ28,site 2,SRP189053
SRR8760083,AMPLICON,591,COI,23390712,PRJNA515494,SAMN10847374,Metagenome or environmental,14923964,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550622,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z04A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z04A,site 2,SRP189053
SRR8760084,AMPLICON,333,18S,16759349,PRJNA515494,SAMN10847371,Metagenome or environmental,6790231,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550621,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z10D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z10D,site 1,SRP189053
SRR8760085,AMPLICON,338,18S,15121241,PRJNA515494,SAMN10847372,Metagenome or environmental,5951020,AZTI,2017-05-31,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550620,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z18D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z18D,site 1,SRP189053
SRR8760086,AMPLICON,356,18S,45272175,PRJNA515494,SAMN10847369,Metagenome or environmental,22911451,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550619,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,18SZ26,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),18SZ26,site 1,SRP189053
SRR8760087,AMPLICON,337,18S,27207846,PRJNA515494,SAMN10847370,Metagenome or environmental,10477460,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550618,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z02D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z02D,site 1,SRP189053
